Matricula, Nome, Função, Salário
943771, Maria Nascimento, Técnico, 2160.74
717285, Pedro Nascimento, Coordenador, 5393.97
775893, Beatriz Souza, Assistente, 7689.40
799921, Lucas Almeida, Analista, 6234.74
629566, Beatriz Santos, Desenvolvedor, 5895.63
875641, Beatriz Souza, Assistente, 4798.55
479271, Carlos Oliveira, Coordenador, 7364.98
770686, Julia Oliveira, Assistente, 5721.44
107609, Carlos Almeida, Técnico, 5354.59
551863, Julia Costa, Coordenador, 2575.71
046519, Carlos Oliveira, Técnico, 3741.05
579891, Ana Costa, Gerente, 4701.44
574529, Beatriz Costa, Técnico, 4147.48
704804, Ana Souza, Técnico, 6824.06
557331, Pedro Santos, Desenvolvedor, 8324.68
915291, Carlos Souza, Técnico, 7310.90
195768, João Pereira, Coordenador, 3288.51
973794, Lucas Santos, Assistente, 4267.58
312712, Julia Almeida, Técnico, 6052.34
290131, João Pereira, Gerente, 6721.65
298498, Beatriz Nascimento, Assistente, 6482.98
203663, Ana Oliveira, Coordenador, 3304.31
496841, Ana Silva, Coordenador, 2793.93
152645, Pedro Nascimento, Assistente, 8801.01
883312, João Nascimento, Analista, 7783.73
945389, Maria Silva, Desenvolvedor, 6985.92
950719, Julia Santos, Desenvolvedor, 2869.75
324465, Beatriz Almeida, Assistente, 4524.30
284201, Julia Oliveira, Assistente, 3762.85
496687, Carlos Souza, Assistente, 7964.90
446560, Maria Santos, Assistente, 3504.55
017003, Pedro Pereira, Coordenador, 8986.02
506574, Pedro Santos, Coordenador, 9426.95
383045, João Santos, Coordenador, 5514.89
102236, Ana Pereira, Gerente, 3116.95
132569, Ana Costa, Técnico, 4727.47
505851, Pedro Costa, Gerente, 3833.58
964137, Ana Souza, Gerente, 5801.84
858735, Julia Silva, Técnico, 8116.38
705288, João Santos, Analista, 7401.20
200400, Ana Almeida, Coordenador, 7701.83
436434, João Almeida, Coordenador, 2527.05
260279, João Silva, Coordenador, 8776.45
107487, Pedro Almeida, Analista, 8055.29
572768, Lucas Santos, Analista, 8288.64
155489, Pedro Oliveira, Gerente, 5995.13
317584, Beatriz Silva, Gerente, 6226.54
294394, João Costa, Gerente, 6972.31
483830, Lucas Silva, Assistente, 8238.49
052179, João Oliveira, Assistente, 9473.37
879254, Carlos Nascimento, Coordenador, 4798.23
435353, Julia Souza, Gerente, 7832.84
824674, Beatriz Souza, Assistente, 7594.04
205589, Maria Silva, Desenvolvedor, 4429.99
655602, Beatriz Pereira, Assistente, 7644.25
652794, Maria Souza, Técnico, 7109.64
199840, Maria Oliveira, Assistente, 2974.74
558441, Beatriz Silva, Coordenador, 4391.37
555840, Julia Silva, Coordenador, 5949.87
461447, Lucas Silva, Analista, 6356.49
837586, Pedro Costa, Desenvolvedor, 4751.15
095669, Beatriz Almeida, Analista, 4097.58
648084, Beatriz Silva, Assistente, 6696.21
968088, Carlos Nascimento, Analista, 4920.84
062918, Beatriz Nascimento, Gerente, 9333.78
928534, Pedro Silva, Desenvolvedor, 8173.47
967105, João Souza, Assistente, 7173.61
607135, Carlos Santos, Assistente, 8772.15
798341, Ana Pereira, Gerente, 9237.66
777619, João Silva, Coordenador, 6307.82
039840, Julia Silva, Analista, 5941.97
728754, Beatriz Santos, Desenvolvedor, 2468.14
131813, Maria Silva, Assistente, 4331.79
679896, João Oliveira, Assistente, 8761.96
682816, Julia Almeida, Desenvolvedor, 2224.39
305644, Ana Santos, Analista, 4902.22
475210, João Nascimento, Desenvolvedor, 6554.21
437919, Lucas Pereira, Técnico, 2216.78
717242, João Silva, Técnico, 9582.86
986606, Maria Santos, Analista, 3754.18
761736, Lucas Costa, Coordenador, 3032.65
893032, Julia Costa, Coordenador, 4651.71
962704, Carlos Santos, Analista, 5421.62
005686, Beatriz Silva, Assistente, 6381.66
526958, Beatriz Silva, Analista, 9816.52
004315, Carlos Nascimento, Gerente, 3603.69
758740, João Santos, Coordenador, 9748.58
851044, Beatriz Costa, Analista, 4355.90
094728, Julia Almeida, Técnico, 7311.26
403895, Carlos Silva, Analista, 4726.45
359695, Carlos Nascimento, Desenvolvedor, 9403.26
862605, Beatriz Santos, Coordenador, 4897.29
171127, Beatriz Silva, Técnico, 4587.16
603681, Carlos Costa, Desenvolvedor, 3406.10
418109, Beatriz Almeida, Gerente, 4422.00
835260, Maria Nascimento, Assistente, 2664.55
355916, Ana Nascimento, Desenvolvedor, 3492.35
066453, Maria Souza, Desenvolvedor, 2168.20
610914, Carlos Santos, Técnico, 6901.96
629002, Julia Almeida, Coordenador, 5965.08
601540, Maria Nascimento, Analista, 3755.48
338616, Carlos Nascimento, Coordenador, 7085.46
236284, Ana Oliveira, Desenvolvedor, 9613.44
337146, Maria Costa, Desenvolvedor, 7382.83
775181, Beatriz Oliveira, Gerente, 6053.84
840396, Carlos Almeida, Técnico, 8086.55
425287, Maria Pereira, Desenvolvedor, 9856.06
883995, João Almeida, Desenvolvedor, 8657.34
819948, Maria Silva, Técnico, 8632.52
368212, João Nascimento, Analista, 2178.61
246139, Lucas Pereira, Assistente, 4769.85
202119, Beatriz Silva, Assistente, 2033.54
821256, Beatriz Oliveira, Desenvolvedor, 2392.50
869111, Julia Santos, Analista, 4576.79
107976, Ana Silva, Analista, 5814.87
597518, Carlos Santos, Técnico, 8338.61
897602, Lucas Costa, Assistente, 9970.65
557457, Carlos Costa, Assistente, 4025.57
372385, Julia Santos, Gerente, 7384.90
864010, Carlos Almeida, Coordenador, 3871.11
593638, Pedro Santos, Analista, 5452.07
187573, Pedro Souza, Técnico, 4139.92
536998, Lucas Pereira, Desenvolvedor, 5135.90
553876, Pedro Oliveira, Desenvolvedor, 3066.58
209209, Julia Oliveira, Assistente, 4512.22
369159, Beatriz Nascimento, Analista, 3968.68
054703, Lucas Pereira, Assistente, 6047.40
107254, Julia Costa, Assistente, 6488.56
670654, Pedro Nascimento, Coordenador, 7000.55
374325, Ana Souza, Gerente, 5395.17
950852, Carlos Costa, Assistente, 3305.64
747904, Ana Pereira, Coordenador, 9568.73
259418, Carlos Almeida, Analista, 8922.86
173009, Pedro Santos, Coordenador, 3434.35
216500, Lucas Souza, Gerente, 6282.99
087525, Maria Costa, Desenvolvedor, 8056.27
045535, Pedro Souza, Técnico, 4819.10
746297, Pedro Pereira, Analista, 6313.21
902862, Maria Santos, Analista, 4466.60
739551, Lucas Almeida, Coordenador, 2718.34
757244, Lucas Costa, Gerente, 5382.87
538551, Beatriz Almeida, Analista, 6520.82
809099, Lucas Nascimento, Assistente, 3959.95
326772, Ana Costa, Técnico, 6165.05
822634, Beatriz Silva, Técnico, 3431.93
778732, Ana Costa, Assistente, 8549.04
942019, Pedro Silva, Coordenador, 4114.97
288583, Ana Oliveira, Coordenador, 8239.02
232210, Julia Santos, Analista, 9770.39
991646, João Nascimento, Técnico, 8515.93
255939, Julia Santos, Técnico, 2165.53
864706, Pedro Oliveira, Coordenador, 4037.46
374196, João Costa, Desenvolvedor, 7562.66
552829, Pedro Pereira, Técnico, 5127.70
909426, Julia Santos, Desenvolvedor, 9535.84
388315, Beatriz Nascimento, Desenvolvedor, 6997.16
812351, Pedro Pereira, Assistente, 5477.50
689588, Lucas Almeida, Desenvolvedor, 6991.02
718600, João Nascimento, Gerente, 8035.42
767460, Lucas Oliveira, Coordenador, 6072.58
349507, Beatriz Almeida, Coordenador, 7730.74
460767, Lucas Nascimento, Assistente, 5199.67
571267, Carlos Souza, Desenvolvedor, 2634.08
043692, Lucas Pereira, Técnico, 9369.94
850489, João Costa, Coordenador, 6701.31
135598, Julia Costa, Assistente, 6290.84
750157, Carlos Pereira, Técnico, 7328.75
694237, Ana Santos, Coordenador, 3355.03
684466, Maria Oliveira, Analista, 4347.84
694106, Julia Silva, Coordenador, 2828.53
847048, Julia Silva, Desenvolvedor, 7621.93
860445, Pedro Pereira, Coordenador, 9856.66
803793, João Pereira, Gerente, 4730.05
742180, Carlos Santos, Desenvolvedor, 9304.09
239366, Maria Oliveira, Desenvolvedor, 6551.90
609532, Maria Costa, Gerente, 3034.36
950059, João Souza, Gerente, 5539.43
429121, Lucas Oliveira, Coordenador, 7371.06
679768, Julia Santos, Coordenador, 4050.25
299765, Pedro Pereira, Assistente, 3709.25
125995, Beatriz Costa, Técnico, 3212.01
978949, João Silva, Assistente, 5451.90
981695, Beatriz Nascimento, Analista, 5432.95
380704, João Santos, Assistente, 6330.55
964439, Carlos Santos, Coordenador, 7161.06
604373, Lucas Almeida, Assistente, 3765.67
230696, Pedro Oliveira, Gerente, 2248.76
821419, Beatriz Almeida, Gerente, 8645.46
770635, Beatriz Pereira, Coordenador, 2194.45
989629, Ana Costa, Técnico, 5889.83
549600, Ana Santos, Desenvolvedor, 2641.26
792557, Maria Santos, Gerente, 9041.63
995864, Ana Nascimento, Gerente, 9629.78
303829, Maria Nascimento, Gerente, 9764.52
409154, Julia Costa, Técnico, 4574.97
050714, Beatriz Nascimento, Desenvolvedor, 5545.12
714276, Carlos Pereira, Desenvolvedor, 5286.70
669629, Maria Almeida, Coordenador, 9378.09
159179, Maria Pereira, Técnico, 3677.27
365366, Carlos Santos, Coordenador, 2746.89
155911, Pedro Oliveira, Desenvolvedor, 4834.87
415781, Carlos Pereira, Analista, 2147.77
721033, Carlos Oliveira, Assistente, 9265.53
847790, Ana Silva, Assistente, 8831.34
758921, Pedro Nascimento, Gerente, 6222.42
958487, João Costa, Gerente, 9264.00
776880, Carlos Silva, Desenvolvedor, 2630.06
760688, Maria Oliveira, Coordenador, 3689.28
581425, Ana Silva, Coordenador, 9787.76
554783, Pedro Pereira, Desenvolvedor, 8018.88
879151, Ana Santos, Analista, 5192.25
755420, João Silva, Analista, 2243.57
864456, Julia Nascimento, Desenvolvedor, 7191.89
880955, Ana Costa, Assistente, 5743.29
674068, João Nascimento, Gerente, 5616.42
830485, Ana Santos, Assistente, 2903.47
555578, Carlos Costa, Técnico, 7730.57
023014, Lucas Oliveira, Analista, 8460.60
387918, Julia Nascimento, Técnico, 2333.45
527924, João Silva, Analista, 5351.73
222026, Carlos Pereira, Assistente, 7926.55
342639, Beatriz Silva, Assistente, 6627.98
608463, Lucas Santos, Analista, 5701.59
262900, Carlos Pereira, Gerente, 4117.51
675626, Julia Silva, Desenvolvedor, 5807.98
188835, Maria Santos, Desenvolvedor, 3148.59
935815, Carlos Silva, Coordenador, 5213.98
129362, Carlos Pereira, Desenvolvedor, 8602.13
279125, Carlos Oliveira, Assistente, 8689.77
880384, Beatriz Nascimento, Técnico, 4351.06
146285, João Pereira, Técnico, 3451.29
986225, Julia Oliveira, Técnico, 3310.55
852688, Ana Costa, Desenvolvedor, 3121.42
375518, Ana Santos, Analista, 4200.37
784444, Carlos Costa, Desenvolvedor, 7721.11
230462, Beatriz Silva, Gerente, 7548.50
931605, Carlos Almeida, Analista, 6029.16
222330, Lucas Nascimento, Gerente, 6063.41
759368, Beatriz Oliveira, Assistente, 7767.41
018833, Carlos Oliveira, Técnico, 3935.14
978089, João Nascimento, Técnico, 9802.30
073071, Lucas Silva, Desenvolvedor, 4182.07
468032, Beatriz Pereira, Coordenador, 9561.19
708951, Pedro Oliveira, Técnico, 9207.60
620354, João Oliveira, Analista, 4844.70
819025, João Costa, Técnico, 9926.23
583319, Pedro Santos, Desenvolvedor, 4716.39
934358, Julia Costa, Assistente, 6652.55
124399, Carlos Souza, Desenvolvedor, 8472.75
671821, Beatriz Pereira, Gerente, 4711.21
221071, Julia Souza, Coordenador, 9032.64
403174, Pedro Nascimento, Gerente, 6654.42
843902, Ana Almeida, Coordenador, 7501.05
790361, Pedro Costa, Gerente, 9177.98
906249, Beatriz Pereira, Desenvolvedor, 5279.03
729948, Julia Costa, Coordenador, 3063.83
419296, Ana Souza, Gerente, 2100.18
197610, Beatriz Costa, Coordenador, 8533.72
543673, Ana Nascimento, Técnico, 9295.70
596040, Ana Pereira, Assistente, 7477.55
818717, Beatriz Silva, Técnico, 5921.94
210499, Ana Nascimento, Gerente, 5705.50
162731, Maria Souza, Analista, 2732.15
693110, Carlos Oliveira, Técnico, 3711.86
009030, Lucas Souza, Coordenador, 4777.56
874889, Beatriz Nascimento, Desenvolvedor, 9166.40
851895, João Silva, Assistente, 8678.20
532629, Julia Oliveira, Assistente, 9106.59
495236, Pedro Souza, Técnico, 3163.87
658126, Ana Pereira, Gerente, 8655.34
937013, Maria Oliveira, Assistente, 6888.23
170744, Pedro Almeida, Coordenador, 7883.12
235508, Pedro Santos, Gerente, 4612.80
946958, Lucas Oliveira, Analista, 4675.07
993252, Carlos Pereira, Assistente, 4782.69
656021, Maria Costa, Gerente, 8813.46
050711, João Almeida, Técnico, 4289.36
543676, Julia Santos, Analista, 4819.33
882415, João Souza, Desenvolvedor, 5311.88
154191, Beatriz Nascimento, Analista, 8803.79
840163, Beatriz Santos, Desenvolvedor, 5908.44
678499, João Almeida, Técnico, 7154.91
666470, Carlos Pereira, Assistente, 4085.84
539447, Julia Souza, Técnico, 9611.58
890587, João Souza, Gerente, 6609.64
393418, Lucas Silva, Coordenador, 6803.54
663443, Julia Nascimento, Analista, 8692.47
290098, Pedro Souza, Gerente, 9726.10
533725, Julia Costa, Analista, 5373.98
502665, João Almeida, Desenvolvedor, 4685.10
435370, Pedro Souza, Gerente, 3286.81
487612, Maria Nascimento, Analista, 8586.79
470986, Pedro Souza, Analista, 7281.14
648823, João Nascimento, Coordenador, 3331.55
691651, Julia Almeida, Analista, 4162.21
179181, Julia Oliveira, Coordenador, 9043.61
649358, Julia Pereira, Assistente, 8700.51
999432, Lucas Costa, Técnico, 4392.96
398159, Pedro Almeida, Assistente, 7275.37
072066, Pedro Costa, Desenvolvedor, 4385.07
525553, Ana Costa, Assistente, 3245.98
753114, Julia Costa, Desenvolvedor, 7887.31
508439, Maria Costa, Gerente, 7660.82
819595, Pedro Costa, Coordenador, 2587.55
120746, Maria Souza, Técnico, 8690.89
875231, Ana Costa, Analista, 9373.22
949165, Julia Oliveira, Técnico, 3711.77
752333, João Santos, Analista, 8511.90
740349, Lucas Santos, Assistente, 6817.59
898623, Lucas Souza, Assistente, 3655.64
901525, Maria Silva, Coordenador, 9665.40
333247, Beatriz Almeida, Assistente, 4842.51
413076, Lucas Santos, Desenvolvedor, 3748.41
609256, Lucas Almeida, Desenvolvedor, 8050.63
308991, Pedro Santos, Coordenador, 5658.35
098074, Julia Costa, Técnico, 6397.23
089067, Ana Santos, Assistente, 2448.91
940411, Beatriz Silva, Analista, 3635.31
068138, Julia Santos, Desenvolvedor, 2833.15
073604, Maria Pereira, Coordenador, 7605.45
204130, Beatriz Silva, Gerente, 7174.63
587096, Carlos Silva, Analista, 8334.76
330105, Beatriz Souza, Assistente, 5654.31
107240, Lucas Costa, Assistente, 8831.78
082297, Carlos Almeida, Coordenador, 9746.79
957693, Lucas Costa, Assistente, 8377.34
363916, Pedro Almeida, Técnico, 9250.32
984791, Pedro Nascimento, Assistente, 6673.00
350306, Carlos Nascimento, Coordenador, 5178.70
662877, Pedro Souza, Técnico, 3787.00
182877, Beatriz Costa, Técnico, 7058.39
709992, Ana Costa, Técnico, 7380.10
633531, Beatriz Santos, Técnico, 3854.90
535829, Julia Pereira, Técnico, 8826.12
786144, Julia Silva, Coordenador, 9862.33
148592, Carlos Souza, Desenvolvedor, 7521.34
096373, Julia Santos, Técnico, 7281.43
545821, Maria Santos, Técnico, 4101.51
117311, Beatriz Silva, Assistente, 8575.92
390502, Lucas Silva, Assistente, 5183.12
239955, Beatriz Oliveira, Gerente, 8600.35
670608, Beatriz Oliveira, Técnico, 4524.23
508470, João Nascimento, Analista, 4603.64
149645, Julia Nascimento, Coordenador, 8166.46
347040, Carlos Souza, Coordenador, 3607.01
853167, João Santos, Técnico, 7325.90
665324, Beatriz Nascimento, Desenvolvedor, 3895.72
779080, Lucas Nascimento, Assistente, 3276.55
210265, Maria Almeida, Analista, 5862.04
975250, Lucas Silva, Analista, 8090.75
199703, Julia Nascimento, Técnico, 4102.45
030765, Carlos Pereira, Desenvolvedor, 7469.54
161400, João Almeida, Desenvolvedor, 2508.08
936605, João Nascimento, Assistente, 9125.65
369580, Carlos Oliveira, Coordenador, 2181.31
333877, Julia Nascimento, Gerente, 3472.75
042630, João Nascimento, Gerente, 6014.62
504609, Julia Nascimento, Coordenador, 6773.20
053021, Carlos Santos, Gerente, 2281.03
644520, Julia Nascimento, Desenvolvedor, 2587.99
293931, Carlos Silva, Coordenador, 4456.96
514853, Pedro Pereira, Analista, 3535.68
892281, Carlos Almeida, Coordenador, 5731.18
586205, Julia Pereira, Assistente, 3731.03
508385, Lucas Almeida, Gerente, 7374.94
531740, Julia Oliveira, Desenvolvedor, 7013.69
233261, João Almeida, Assistente, 5414.37
462022, Ana Pereira, Analista, 2707.46
210079, Beatriz Santos, Assistente, 3098.93
693048, Julia Almeida, Coordenador, 6246.90
096284, Lucas Almeida, Analista, 8147.55
395314, Lucas Oliveira, Desenvolvedor, 7047.03
158256, Julia Santos, Coordenador, 3811.41
415617, Julia Nascimento, Técnico, 6289.66
657371, Julia Costa, Desenvolvedor, 5331.89
497330, Pedro Santos, Gerente, 7489.99
417102, João Pereira, Gerente, 3619.79
049678, Julia Almeida, Gerente, 5599.67
125656, Lucas Silva, Técnico, 3174.86
550651, Pedro Nascimento, Analista, 5220.19
330704, Pedro Oliveira, Técnico, 6170.79
086303, Maria Pereira, Analista, 8280.57
473039, Lucas Almeida, Coordenador, 3561.90
441123, Maria Pereira, Gerente, 4670.82
010566, Lucas Pereira, Desenvolvedor, 7901.61
304229, Lucas Silva, Coordenador, 7572.82
245229, Julia Costa, Gerente, 9493.70
